Iteration,Blue Action,Blue Observation,Blue Reward,Red Action,Red Observation,Red Reward
10,Restore Enterprise1,"{'success': True, 'Enterprise1': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 46034, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService Enterprise1,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.20.11')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.20.11': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.20.11'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
11,Restore Enterprise1,{'success': True},-0.1,PrivilegeEscalate Enterprise1,{'success': False},0.1
12,Remove Op_Server0,"{'success': False, 'Enterprise1': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 48614, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService Enterprise1,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.20.11')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.20.11': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.20.11'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
13,Restore Enterprise1,{'success': True},-0.1,PrivilegeEscalate Enterprise1,{'success': False},0.1
14,Restore Enterprise1,"{'success': True, 'Enterprise1': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 41714, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService Enterprise1,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.20.11')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.20.11': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.20.11'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
15,Restore Enterprise1,{'success': True},-0.1,PrivilegeEscalate Enterprise1,{'success': False},0.1
16,Remove Op_Server0,"{'success': False, 'Enterprise1': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 45283, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService Enterprise1,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.20.11')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.20.11': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.20.11'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
17,Restore Enterprise1,{'success': True},-0.1,PrivilegeEscalate Enterprise1,{'success': False},0.1
18,Restore Enterprise1,"{'success': True, 'Enterprise1': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 49990, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService Enterprise1,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.20.11')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.20.11': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.20.11'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
19,Restore Enterprise1,{'success': True},-0.1,PrivilegeEscalate Enterprise1,{'success': False},0.1
20,Remove Op_Server0,"{'success': False, 'Enterprise1': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 45214, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService Enterprise1,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.20.11')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.20.11': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.20.11'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
21,Restore Enterprise1,{'success': True},-0.1,PrivilegeEscalate Enterprise1,{'success': False},0.1
22,Restore Enterprise1,"{'success': True, 'Enterprise1': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 42430, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService Enterprise1,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.20.11')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.20.11': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.20.11'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
23,Restore Enterprise1,{'success': True},-0.1,PrivilegeEscalate Enterprise1,{'success': False},0.1
24,Remove Op_Server0,"{'success': False, 'Enterprise1': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 49551, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService Enterprise1,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.20.11')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.20.11': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.20.11'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
25,Restore Enterprise1,{'success': True},-0.1,PrivilegeEscalate Enterprise1,{'success': False},0.1
26,Restore Enterprise1,"{'success': True, 'Enterprise1': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 41386, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService Enterprise1,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.20.11')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.20.11': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.20.11'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.20.11'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.20.11')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Enterprise1', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
27,Restore Enterprise1,{'success': True},-0.1,PrivilegeEscalate Enterprise1,{'success': False},0.1
