Iteration,Blue Action,Blue Observation,Blue Reward,Red Action,Red Observation,Red Reward
10,Restore Enterprise2,{'success': True},-0.1,PrivilegeEscalate Enterprise2,"{'success': True, 'Enterprise2': {'Sessions': [{'Username': 'root', 'ID': 1, 'Timeout': 0, 'PID': '2310', 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'Interface': [{'Interface Name': 'eth0', 'IP Address': IPv4Address('10.10.20.12'), 'Subnet': IPv4Network('10.10.20.0/24')}], 'Procesess': [{'PID': '2310', 'Username': 'root'}, {'PID': '2290', 'Username': 'root'}]}, 'Op_Server0': {'Interface': [{'IP Address': IPv4Address('10.10.30.20')}]}}",0.1
11,Restore Enterprise2,"{'success': True, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20')}]}, {'Connections': [{'local_port': 22, 'local_address': IPv4Address('10.10.30.20')}]}, {'Connections': [{'local_port': 25, 'local_address': IPv4Address('10.10.30.20')}]}, {'Connections': [{'local_port': 80, 'local_address': IPv4Address('10.10.30.20')}]}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}]}}",-0.1,DiscoverNetworkServices 10.10.30.20,"{'success': True, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20')}]}, {'Connections': [{'local_port': 22, 'local_address': IPv4Address('10.10.30.20')}]}, {'Connections': [{'local_port': 25, 'local_address': IPv4Address('10.10.30.20')}]}, {'Connections': [{'local_port': 80, 'local_address': IPv4Address('10.10.30.20')}]}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}]}}",0.1
12,DecoyFemitter Enterprise2,"{'success': True, 'Enterprise2': {'Processes': [{'PID': 2591, 'PPID': 1, 'Service Name': 'femitter', 'Username': 'SYSTEM'}]}, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 42513, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
13,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,"{'success': True, 'Op_Server0': {'Sessions': [{'Username': 'root', 'ID': 1, 'Timeout': 0, 'PID': '2244', 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'Interface': [{'Interface Name': 'eth0', 'IP Address': IPv4Address('10.10.30.20'), 'Subnet': IPv4Network('10.10.30.0/24')}], 'Procesess': [{'PID': '2244', 'Username': 'root'}, {'PID': '2214', 'Username': 'root'}]}}",0.1
14,DecoyFemitter Enterprise1,"{'success': True, 'Enterprise1': {'Processes': [{'PID': 3296, 'PPID': 1, 'Service Name': 'femitter', 'Username': 'SYSTEM'}]}}",-0.1,Impact Op_Server0,{'success': False},0.1
15,DecoyApache User2,"{'success': True, 'User2': {'Processes': [{'PID': 3829, 'PPID': 1, 'Service Name': 'apache', 'Username': 'ubuntu'}]}}",-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
16,DecoySSHD User2,"{'success': True, 'User2': {'Processes': [{'PID': 1050, 'PPID': 1, 'Service Name': 'sshd', 'Username': 'ubuntu'}]}, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 41295, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
17,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
18,Remove Enterprise1,"{'success': False, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 40748, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
19,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
20,Remove Enterprise1,"{'success': False, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 44601, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
21,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
22,Remove Enterprise1,"{'success': False, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 43934, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
23,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
24,Remove Enterprise1,"{'success': False, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 45770, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
25,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
26,Remove Enterprise1,"{'success': False, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 44716, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
27,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
