Iteration,Blue Action,Blue Observation,Blue Reward,Red Action,Red Observation,Red Reward
10,DecoyFemitter Op_Host0,"{'User4': {'Processes': [{'Connections': [{'local_port': 25, 'remote_port': 56801, 'local_address': IPv4Address('10.0.94.181'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'PID': 27206, 'Connections': [{'local_port': 49968, 'remote_port': 4444, 'local_address': IPv4Address('10.0.94.181'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.94.181')}], 'System info': {'Hostname': 'User4', 'OSType': <OperatingSystemType.LINUX: 3>, 'OSDistribution': <OperatingSystemDistribution.UBUNTU: 8>, 'OSVersion': <OperatingSystemVersion.U18_04_3: 6>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,ExploitRemoteService 10.0.94.181,"{'success': <TrinaryEnum.TRUE: 1>, '10.0.94.178': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': 49968, 'local_address': IPv4Address('10.0.94.178'), 'remote_address': IPv4Address('10.0.94.181')}], 'Process Type': <ProcessType.REVERSE_SESSION_HANDLER: 10>}], 'Interface': [{'IP Address': IPv4Address('10.0.94.178')}]}, '10.0.94.181': {'Processes': [{'Connections': [{'local_port': 49968, 'remote_port': 4444, 'local_address': IPv4Address('10.0.94.181'), 'remote_address': IPv4Address('10.0.94.178')}], 'Process Type': <ProcessType.REVERSE_SESSION: 11>}, {'Connections': [{'local_port': 25, 'local_address': IPv4Address('10.0.94.181'), 'Status': <ProcessState.OPEN: 2>}], 'Process Type': <ProcessType.SMTP: 5>}], 'Interface': [{'IP Address': IPv4Address('10.0.94.181')}], 'Sessions': [{'ID': 3, 'Type': <SessionType.RED_REVERSE_SHELL: 11>, 'Agent': 'Red'}], 'System info': {'Hostname': 'User4', 'OSType': <OperatingSystemType.LINUX: 3>}}}",0.1
11,DecoyTomcat Enterprise0,{},-0.1,PrivilegeEscalate User4,"{'success': <TrinaryEnum.TRUE: 1>, 'User4': {'Sessions': [{'Username': 'root', 'ID': 1, 'Timeout': 0, 'PID': 31577, 'Type': <SessionType.RED_REVERSE_SHELL: 11>, 'Agent': 'Red'}], 'Processes': [{'PID': 31577, 'Username': 'root'}], 'Interface': [{'Interface Name': 'eth0', 'IP Address': IPv4Address('10.0.94.181'), 'Subnet': IPv4Network('10.0.94.176/28')}]}, 'Enterprise0': {'Interface': [{'IP Address': IPv4Address('10.0.11.24')}]}}",0.1
12,DecoyApache Enterprise0,"{'Enterprise0': {'Processes': [{'Connections': [{'local_port': 22, 'remote_port': 49393, 'local_address': IPv4Address('10.0.11.24'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 25, 'remote_port': 55735, 'local_address': IPv4Address('10.0.11.24'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 80, 'remote_port': 55992, 'local_address': IPv4Address('10.0.11.24'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 443, 'remote_port': 54332, 'local_address': IPv4Address('10.0.11.24'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.24')}], 'System info': {'Hostname': 'Enterprise0', 'OSType': <OperatingSystemType.LINUX: 3>, 'OSDistribution': <OperatingSystemDistribution.UBUNTU: 8>, 'OSVersion': <OperatingSystemVersion.U18_04_3: 6>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,DiscoverNetworkServices 10.0.11.24,"{'success': <TrinaryEnum.TRUE: 1>, '10.0.11.24': {'Processes': [{'Connections': [{'local_port': 22, 'local_address': IPv4Address('10.0.11.24')}]}, {'Connections': [{'local_port': 25, 'local_address': IPv4Address('10.0.11.24')}]}, {'Connections': [{'local_port': 80, 'local_address': IPv4Address('10.0.11.24')}]}, {'Connections': [{'local_port': 443, 'local_address': IPv4Address('10.0.11.24')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.24')}]}}",0.1
13,DecoyFemitter Op_Host0,"{'Enterprise0': {'Processes': [{'Connections': [{'local_port': 25, 'remote_port': 49190, 'local_address': IPv4Address('10.0.11.24'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 25, 'local_address': IPv4Address('10.0.11.24'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.24')}], 'System info': {'Hostname': 'Enterprise0', 'OSType': <OperatingSystemType.LINUX: 3>, 'OSDistribution': <OperatingSystemDistribution.UBUNTU: 8>, 'OSVersion': <OperatingSystemVersion.U18_04_3: 6>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,ExploitRemoteService 10.0.11.24,"{'success': <TrinaryEnum.FALSE: 3>, '1': {'Interface': [{'IP Address': IPv4Address('10.0.11.24')}]}, '10.0.11.24': {'Processes': [{'Connections': [{'local_port': 25, 'local_address': IPv4Address('10.0.11.24'), 'Status': <ProcessState.OPEN: 2>}], 'Process Type': <ProcessType.SMTP: 5>}], 'Interface': [{'IP Address': IPv4Address('10.0.11.24')}]}}",0.1
14,DecoyFemitter Op_Host0,"{'User4': {'Processes': [{'Connections': [{'local_port': 25, 'remote_port': 52404, 'local_address': IPv4Address('10.0.94.181'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'PID': 18348, 'Connections': [{'local_port': 54106, 'remote_port': 4444, 'local_address': IPv4Address('10.0.94.181'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.94.181')}], 'System info': {'Hostname': 'User4', 'OSType': <OperatingSystemType.LINUX: 3>, 'OSDistribution': <OperatingSystemDistribution.UBUNTU: 8>, 'OSVersion': <OperatingSystemVersion.U18_04_3: 6>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,ExploitRemoteService 10.0.94.181,"{'success': <TrinaryEnum.TRUE: 1>, '10.0.94.178': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': 54106, 'local_address': IPv4Address('10.0.94.178'), 'remote_address': IPv4Address('10.0.94.181')}], 'Process Type': <ProcessType.REVERSE_SESSION_HANDLER: 10>}], 'Interface': [{'IP Address': IPv4Address('10.0.94.178')}]}, '10.0.94.181': {'Processes': [{'Connections': [{'local_port': 54106, 'remote_port': 4444, 'local_address': IPv4Address('10.0.94.181'), 'remote_address': IPv4Address('10.0.94.178')}], 'Process Type': <ProcessType.REVERSE_SESSION: 11>}, {'Connections': [{'local_port': 25, 'local_address': IPv4Address('10.0.94.181'), 'Status': <ProcessState.OPEN: 2>}], 'Process Type': <ProcessType.SMTP: 5>}], 'Interface': [{'IP Address': IPv4Address('10.0.94.181')}], 'Sessions': [{'ID': 4, 'Type': <SessionType.RED_REVERSE_SHELL: 11>, 'Agent': 'Red'}], 'System info': {'Hostname': 'User4', 'OSType': <OperatingSystemType.LINUX: 3>}}}",0.1
15,DecoyTomcat Enterprise0,{},-0.1,PrivilegeEscalate User4,"{'success': <TrinaryEnum.TRUE: 1>, 'User4': {'Sessions': [{'Username': 'root', 'ID': 1, 'Timeout': 0, 'PID': 31577, 'Type': <SessionType.RED_REVERSE_SHELL: 11>, 'Agent': 'Red'}], 'Processes': [{'PID': 31577, 'Username': 'root'}], 'Interface': [{'Interface Name': 'eth0', 'IP Address': IPv4Address('10.0.94.181'), 'Subnet': IPv4Network('10.0.94.176/28')}]}, 'Enterprise0': {'Interface': [{'IP Address': IPv4Address('10.0.11.24')}]}}",0.1
16,DecoyApache Enterprise0,"{'Enterprise0': {'Processes': [{'Connections': [{'local_port': 22, 'remote_port': 56944, 'local_address': IPv4Address('10.0.11.24'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 25, 'remote_port': 55651, 'local_address': IPv4Address('10.0.11.24'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 80, 'remote_port': 59435, 'local_address': IPv4Address('10.0.11.24'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 443, 'remote_port': 50484, 'local_address': IPv4Address('10.0.11.24'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.24')}], 'System info': {'Hostname': 'Enterprise0', 'OSType': <OperatingSystemType.LINUX: 3>, 'OSDistribution': <OperatingSystemDistribution.UBUNTU: 8>, 'OSVersion': <OperatingSystemVersion.U18_04_3: 6>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,DiscoverNetworkServices 10.0.11.24,"{'success': <TrinaryEnum.TRUE: 1>, '10.0.11.24': {'Processes': [{'Connections': [{'local_port': 22, 'local_address': IPv4Address('10.0.11.24')}]}, {'Connections': [{'local_port': 25, 'local_address': IPv4Address('10.0.11.24')}]}, {'Connections': [{'local_port': 80, 'local_address': IPv4Address('10.0.11.24')}]}, {'Connections': [{'local_port': 443, 'local_address': IPv4Address('10.0.11.24')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.24')}]}}",0.1
17,DecoyFemitter User1,"{'Enterprise0': {'Processes': [{'Connections': [{'local_port': 25, 'remote_port': 51048, 'local_address': IPv4Address('10.0.11.24'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 25, 'local_address': IPv4Address('10.0.11.24'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.24')}], 'System info': {'Hostname': 'Enterprise0', 'OSType': <OperatingSystemType.LINUX: 3>, 'OSDistribution': <OperatingSystemDistribution.UBUNTU: 8>, 'OSVersion': <OperatingSystemVersion.U18_04_3: 6>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,ExploitRemoteService 10.0.11.24,"{'success': <TrinaryEnum.FALSE: 3>, '1': {'Interface': [{'IP Address': IPv4Address('10.0.11.24')}]}, '10.0.11.24': {'Processes': [{'Connections': [{'local_port': 25, 'local_address': IPv4Address('10.0.11.24'), 'Status': <ProcessState.OPEN: 2>}], 'Process Type': <ProcessType.SMTP: 5>}], 'Interface': [{'IP Address': IPv4Address('10.0.11.24')}]}}",0.1
18,DecoyFemitter User1,"{'User4': {'Processes': [{'Connections': [{'local_port': 25, 'remote_port': 59814, 'local_address': IPv4Address('10.0.94.181'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'PID': 22744, 'Connections': [{'local_port': 59718, 'remote_port': 4444, 'local_address': IPv4Address('10.0.94.181'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.94.181')}], 'System info': {'Hostname': 'User4', 'OSType': <OperatingSystemType.LINUX: 3>, 'OSDistribution': <OperatingSystemDistribution.UBUNTU: 8>, 'OSVersion': <OperatingSystemVersion.U18_04_3: 6>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,ExploitRemoteService 10.0.94.181,"{'success': <TrinaryEnum.TRUE: 1>, '10.0.94.178': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': 59718, 'local_address': IPv4Address('10.0.94.178'), 'remote_address': IPv4Address('10.0.94.181')}], 'Process Type': <ProcessType.REVERSE_SESSION_HANDLER: 10>}], 'Interface': [{'IP Address': IPv4Address('10.0.94.178')}]}, '10.0.94.181': {'Processes': [{'Connections': [{'local_port': 59718, 'remote_port': 4444, 'local_address': IPv4Address('10.0.94.181'), 'remote_address': IPv4Address('10.0.94.178')}], 'Process Type': <ProcessType.REVERSE_SESSION: 11>}, {'Connections': [{'local_port': 25, 'local_address': IPv4Address('10.0.94.181'), 'Status': <ProcessState.OPEN: 2>}], 'Process Type': <ProcessType.SMTP: 5>}], 'Interface': [{'IP Address': IPv4Address('10.0.94.181')}], 'Sessions': [{'ID': 5, 'Type': <SessionType.RED_REVERSE_SHELL: 11>, 'Agent': 'Red'}], 'System info': {'Hostname': 'User4', 'OSType': <OperatingSystemType.LINUX: 3>}}}",0.1
19,DecoyTomcat Enterprise0,{},-0.1,PrivilegeEscalate User4,"{'success': <TrinaryEnum.TRUE: 1>, 'User4': {'Sessions': [{'Username': 'root', 'ID': 1, 'Timeout': 0, 'PID': 31577, 'Type': <SessionType.RED_REVERSE_SHELL: 11>, 'Agent': 'Red'}], 'Processes': [{'PID': 31577, 'Username': 'root'}], 'Interface': [{'Interface Name': 'eth0', 'IP Address': IPv4Address('10.0.94.181'), 'Subnet': IPv4Network('10.0.94.176/28')}]}, 'Enterprise0': {'Interface': [{'IP Address': IPv4Address('10.0.11.24')}]}}",0.1
20,DecoyFemitter User1,"{'Enterprise0': {'Processes': [{'Connections': [{'local_port': 22, 'remote_port': 49456, 'local_address': IPv4Address('10.0.11.24'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 25, 'remote_port': 49845, 'local_address': IPv4Address('10.0.11.24'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 80, 'remote_port': 49818, 'local_address': IPv4Address('10.0.11.24'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 443, 'remote_port': 52522, 'local_address': IPv4Address('10.0.11.24'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.24')}], 'System info': {'Hostname': 'Enterprise0', 'OSType': <OperatingSystemType.LINUX: 3>, 'OSDistribution': <OperatingSystemDistribution.UBUNTU: 8>, 'OSVersion': <OperatingSystemVersion.U18_04_3: 6>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,DiscoverNetworkServices 10.0.11.24,"{'success': <TrinaryEnum.TRUE: 1>, '10.0.11.24': {'Processes': [{'Connections': [{'local_port': 22, 'local_address': IPv4Address('10.0.11.24')}]}, {'Connections': [{'local_port': 25, 'local_address': IPv4Address('10.0.11.24')}]}, {'Connections': [{'local_port': 80, 'local_address': IPv4Address('10.0.11.24')}]}, {'Connections': [{'local_port': 443, 'local_address': IPv4Address('10.0.11.24')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.24')}]}}",0.1
