Iteration,Blue Action,Blue Observation,Blue Reward,Red Action,Red Observation,Red Reward
10,Analyse User0,"{'Enterprise1': {'Processes': [{'Connections': [{'local_port': 22, 'remote_port': 52232, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 135, 'remote_port': 58139, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 3389, 'remote_port': 59524, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 445, 'remote_port': 50519, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 139, 'remote_port': 51290, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 80, 'remote_port': 49393, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 443, 'remote_port': 55735, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 21, 'remote_port': 55992, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': <OperatingSystemType.WINDOWS: 2>, 'OSDistribution': <OperatingSystemDistribution.WINDOWS_SVR_2008: 4>, 'OSVersion': <OperatingSystemVersion.W6_1_7601: 13>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,DiscoverNetworkServices 10.0.11.20,"{'success': <TrinaryEnum.TRUE: 1>, '10.0.11.20': {'Processes': [{'Connections': [{'local_port': 22, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 135, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 3389, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 445, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 139, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 80, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 443, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.0.11.20')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}]}}",0.1
11,DecoyVsftpd User0,"{'Enterprise1': {'Processes': [{'Connections': [{'local_port': 21, 'remote_port': 49190, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': <OperatingSystemType.WINDOWS: 2>, 'OSDistribution': <OperatingSystemDistribution.WINDOWS_SVR_2008: 4>, 'OSVersion': <OperatingSystemVersion.W6_1_7601: 13>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,ExploitRemoteService 10.0.11.20,"{'success': <TrinaryEnum.FALSE: 3>, '1': {'Interface': [{'IP Address': IPv4Address('10.0.11.20')}]}, '10.0.11.20': {'Processes': [{'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.0.11.20'), 'Status': <ProcessState.OPEN: 2>}], 'Process Type': <ProcessType.FEMITTER: 6>}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}]}}",0.1
12,DecoyVsftpd User0,"{'User2': {'Processes': [{'Connections': [{'local_port': 139, 'remote_port': 52404, 'local_address': IPv4Address('10.0.94.190'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'PID': 18348, 'Connections': [{'local_port': 54106, 'remote_port': 4444, 'local_address': IPv4Address('10.0.94.190'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.94.190')}], 'System info': {'Hostname': 'User2', 'OSType': <OperatingSystemType.WINDOWS: 2>, 'OSDistribution': <OperatingSystemDistribution.WINDOWS_SVR_2008: 4>, 'OSVersion': <OperatingSystemVersion.W6_1_7601: 13>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,ExploitRemoteService 10.0.94.190,"{'success': <TrinaryEnum.TRUE: 1>, '10.0.94.178': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': 54106, 'local_address': IPv4Address('10.0.94.178'), 'remote_address': IPv4Address('10.0.94.190')}], 'Process Type': <ProcessType.REVERSE_SESSION_HANDLER: 10>}], 'Interface': [{'IP Address': IPv4Address('10.0.94.178')}]}, '10.0.94.190': {'Processes': [{'Connections': [{'local_port': 54106, 'remote_port': 4444, 'local_address': IPv4Address('10.0.94.190'), 'remote_address': IPv4Address('10.0.94.178')}], 'Process Type': <ProcessType.REVERSE_SESSION: 11>}, {'Connections': [{'local_port': 139, 'local_address': IPv4Address('10.0.94.190'), 'Status': <ProcessState.OPEN: 2>}], 'Process Type': <ProcessType.SMB: 4>}], 'Interface': [{'IP Address': IPv4Address('10.0.94.190')}], 'Sessions': [{'ID': 4, 'Type': <SessionType.RED_REVERSE_SHELL: 11>, 'Agent': 'Red'}], 'System info': {'Hostname': 'User2', 'OSType': <OperatingSystemType.WINDOWS: 2>}}}",0.1
13,DecoyHarakaSMPT Enterprise0,"{'Enterprise0': {'Processes': [{'PID': 31169, 'PPID': 1, 'Service Name': 'haraka', 'Username': 'ubuntu'}]}}",-0.1,PrivilegeEscalate User2,"{'success': <TrinaryEnum.TRUE: 1>, 'User2': {'Sessions': [{'Username': 'SYSTEM', 'ID': 1, 'Timeout': 0, 'PID': 18866, 'Type': <SessionType.RED_REVERSE_SHELL: 11>, 'Agent': 'Red'}], 'Processes': [{'PID': 18866, 'Username': 'SYSTEM'}], 'Interface': [{'Interface Name': 'eth0', 'IP Address': IPv4Address('10.0.94.190'), 'Subnet': IPv4Network('10.0.94.176/28')}]}, 'Enterprise1': {'Interface': [{'IP Address': IPv4Address('10.0.11.20')}]}}",0.1
14,Analyse User0,"{'Enterprise1': {'Processes': [{'Connections': [{'local_port': 22, 'remote_port': 59435, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 135, 'remote_port': 50484, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 3389, 'remote_port': 49509, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 445, 'remote_port': 53652, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 139, 'remote_port': 56573, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 80, 'remote_port': 51048, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 443, 'remote_port': 53354, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 21, 'remote_port': 51337, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': <OperatingSystemType.WINDOWS: 2>, 'OSDistribution': <OperatingSystemDistribution.WINDOWS_SVR_2008: 4>, 'OSVersion': <OperatingSystemVersion.W6_1_7601: 13>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,DiscoverNetworkServices 10.0.11.20,"{'success': <TrinaryEnum.TRUE: 1>, '10.0.11.20': {'Processes': [{'Connections': [{'local_port': 22, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 135, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 3389, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 445, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 139, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 80, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 443, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.0.11.20')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}]}}",0.1
15,DecoySSHD Enterprise1,"{'Enterprise1': {'Processes': [{'Connections': [{'local_port': 21, 'remote_port': 49456, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': <OperatingSystemType.WINDOWS: 2>, 'OSDistribution': <OperatingSystemDistribution.WINDOWS_SVR_2008: 4>, 'OSVersion': <OperatingSystemVersion.W6_1_7601: 13>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,ExploitRemoteService 10.0.11.20,"{'success': <TrinaryEnum.FALSE: 3>, '1': {'Interface': [{'IP Address': IPv4Address('10.0.11.20')}]}, '10.0.11.20': {'Processes': [{'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.0.11.20'), 'Status': <ProcessState.OPEN: 2>}], 'Process Type': <ProcessType.FEMITTER: 6>}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}]}}",0.1
16,DecoySSHD Enterprise1,"{'User2': {'Processes': [{'Connections': [{'local_port': 139, 'remote_port': 58300, 'local_address': IPv4Address('10.0.94.190'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'PID': 24044, 'Connections': [{'local_port': 54308, 'remote_port': 4444, 'local_address': IPv4Address('10.0.94.190'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.94.190')}], 'System info': {'Hostname': 'User2', 'OSType': <OperatingSystemType.WINDOWS: 2>, 'OSDistribution': <OperatingSystemDistribution.WINDOWS_SVR_2008: 4>, 'OSVersion': <OperatingSystemVersion.W6_1_7601: 13>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,ExploitRemoteService 10.0.94.190,"{'success': <TrinaryEnum.TRUE: 1>, '10.0.94.178': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': 54308, 'local_address': IPv4Address('10.0.94.178'), 'remote_address': IPv4Address('10.0.94.190')}], 'Process Type': <ProcessType.REVERSE_SESSION_HANDLER: 10>}], 'Interface': [{'IP Address': IPv4Address('10.0.94.178')}]}, '10.0.94.190': {'Processes': [{'Connections': [{'local_port': 54308, 'remote_port': 4444, 'local_address': IPv4Address('10.0.94.190'), 'remote_address': IPv4Address('10.0.94.178')}], 'Process Type': <ProcessType.REVERSE_SESSION: 11>}, {'Connections': [{'local_port': 139, 'local_address': IPv4Address('10.0.94.190'), 'Status': <ProcessState.OPEN: 2>}], 'Process Type': <ProcessType.SMB: 4>}], 'Interface': [{'IP Address': IPv4Address('10.0.94.190')}], 'Sessions': [{'ID': 5, 'Type': <SessionType.RED_REVERSE_SHELL: 11>, 'Agent': 'Red'}], 'System info': {'Hostname': 'User2', 'OSType': <OperatingSystemType.WINDOWS: 2>}}}",0.1
17,DecoyHarakaSMPT User1,{},-0.1,PrivilegeEscalate User2,"{'success': <TrinaryEnum.TRUE: 1>, 'User2': {'Sessions': [{'Username': 'SYSTEM', 'ID': 1, 'Timeout': 0, 'PID': 18866, 'Type': <SessionType.RED_REVERSE_SHELL: 11>, 'Agent': 'Red'}], 'Processes': [{'PID': 18866, 'Username': 'SYSTEM'}], 'Interface': [{'Interface Name': 'eth0', 'IP Address': IPv4Address('10.0.94.190'), 'Subnet': IPv4Network('10.0.94.176/28')}]}, 'Enterprise1': {'Interface': [{'IP Address': IPv4Address('10.0.11.20')}]}}",0.1
18,DecoySmss Enterprise1,"{'Enterprise1': {'Processes': [{'Connections': [{'local_port': 22, 'remote_port': 59705, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 135, 'remote_port': 56666, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 3389, 'remote_port': 59640, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 445, 'remote_port': 56286, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 139, 'remote_port': 55254, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 80, 'remote_port': 57965, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 443, 'remote_port': 52073, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 21, 'remote_port': 52557, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': <OperatingSystemType.WINDOWS: 2>, 'OSDistribution': <OperatingSystemDistribution.WINDOWS_SVR_2008: 4>, 'OSVersion': <OperatingSystemVersion.W6_1_7601: 13>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,DiscoverNetworkServices 10.0.11.20,"{'success': <TrinaryEnum.TRUE: 1>, '10.0.11.20': {'Processes': [{'Connections': [{'local_port': 22, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 135, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 3389, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 445, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 139, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 80, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 443, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.0.11.20')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}]}}",0.1
19,DecoySSHD Enterprise1,"{'Enterprise1': {'Processes': [{'Connections': [{'local_port': 21, 'remote_port': 51626, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': <OperatingSystemType.WINDOWS: 2>, 'OSDistribution': <OperatingSystemDistribution.WINDOWS_SVR_2008: 4>, 'OSVersion': <OperatingSystemVersion.W6_1_7601: 13>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,ExploitRemoteService 10.0.11.20,"{'success': <TrinaryEnum.FALSE: 3>, '1': {'Interface': [{'IP Address': IPv4Address('10.0.11.20')}]}, '10.0.11.20': {'Processes': [{'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.0.11.20'), 'Status': <ProcessState.OPEN: 2>}], 'Process Type': <ProcessType.FEMITTER: 6>}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}]}}",0.1
20,DecoySSHD Enterprise1,"{'User2': {'Processes': [{'Connections': [{'local_port': 3389, 'remote_port': 50687, 'local_address': IPv4Address('10.0.94.190'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'PID': 2337, 'Connections': [{'local_port': 54693, 'remote_port': 4444, 'local_address': IPv4Address('10.0.94.190'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.94.190')}], 'System info': {'Hostname': 'User2', 'OSType': <OperatingSystemType.WINDOWS: 2>, 'OSDistribution': <OperatingSystemDistribution.WINDOWS_SVR_2008: 4>, 'OSVersion': <OperatingSystemVersion.W6_1_7601: 13>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,ExploitRemoteService 10.0.94.190,"{'success': <TrinaryEnum.TRUE: 1>, '10.0.94.178': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': 54693, 'local_address': IPv4Address('10.0.94.178'), 'remote_address': IPv4Address('10.0.94.190')}], 'Process Type': <ProcessType.REVERSE_SESSION_HANDLER: 10>}], 'Interface': [{'IP Address': IPv4Address('10.0.94.178')}]}, '10.0.94.190': {'Processes': [{'Connections': [{'local_port': 54693, 'remote_port': 4444, 'local_address': IPv4Address('10.0.94.190'), 'remote_address': IPv4Address('10.0.94.178')}], 'Process Type': <ProcessType.REVERSE_SESSION: 11>}, {'Connections': [{'local_port': 3389, 'local_address': IPv4Address('10.0.94.190'), 'Status': <ProcessState.OPEN: 2>}], 'Process Type': <ProcessType.RDP: 9>}], 'Interface': [{'IP Address': IPv4Address('10.0.94.190')}], 'Sessions': [{'ID': 6, 'Type': <SessionType.RED_REVERSE_SHELL: 11>, 'Agent': 'Red'}], 'System info': {'Hostname': 'User2', 'OSType': <OperatingSystemType.WINDOWS: 2>}}}",0.1
21,DecoyHarakaSMPT User1,{},-0.1,PrivilegeEscalate User2,"{'success': <TrinaryEnum.TRUE: 1>, 'User2': {'Sessions': [{'Username': 'SYSTEM', 'ID': 1, 'Timeout': 0, 'PID': 18866, 'Type': <SessionType.RED_REVERSE_SHELL: 11>, 'Agent': 'Red'}], 'Processes': [{'PID': 18866, 'Username': 'SYSTEM'}], 'Interface': [{'Interface Name': 'eth0', 'IP Address': IPv4Address('10.0.94.190'), 'Subnet': IPv4Network('10.0.94.176/28')}]}, 'Enterprise1': {'Interface': [{'IP Address': IPv4Address('10.0.11.20')}]}}",0.1
22,DecoySmss Enterprise1,"{'Enterprise1': {'Processes': [{'Connections': [{'local_port': 22, 'remote_port': 58711, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 135, 'remote_port': 53895, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 3389, 'remote_port': 55065, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 445, 'remote_port': 55620, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 139, 'remote_port': 58138, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 80, 'remote_port': 51276, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 443, 'remote_port': 53959, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 21, 'remote_port': 51034, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': <OperatingSystemType.WINDOWS: 2>, 'OSDistribution': <OperatingSystemDistribution.WINDOWS_SVR_2008: 4>, 'OSVersion': <OperatingSystemVersion.W6_1_7601: 13>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,DiscoverNetworkServices 10.0.11.20,"{'success': <TrinaryEnum.TRUE: 1>, '10.0.11.20': {'Processes': [{'Connections': [{'local_port': 22, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 135, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 3389, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 445, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 139, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 80, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 443, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.0.11.20')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}]}}",0.1
23,DecoySmss Enterprise1,"{'Enterprise1': {'Processes': [{'Connections': [{'local_port': 443, 'remote_port': 54196, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'PID': 4644, 'Connections': [{'local_port': 52094, 'remote_port': 4444, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': <OperatingSystemType.WINDOWS: 2>, 'OSDistribution': <OperatingSystemDistribution.WINDOWS_SVR_2008: 4>, 'OSVersion': <OperatingSystemVersion.W6_1_7601: 13>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,ExploitRemoteService 10.0.11.20,"{'success': <TrinaryEnum.TRUE: 1>, '10.0.94.178': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': 52094, 'local_address': IPv4Address('10.0.94.178'), 'remote_address': IPv4Address('10.0.11.20')}], 'Process Type': <ProcessType.REVERSE_SESSION_HANDLER: 10>}], 'Interface': [{'IP Address': IPv4Address('10.0.94.178')}]}, '10.0.11.20': {'Processes': [{'Connections': [{'local_port': 52094, 'remote_port': 4444, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}], 'Process Type': <ProcessType.REVERSE_SESSION: 11>}, {'Connections': [{'local_port': 443, 'local_address': IPv4Address('10.0.11.20'), 'Status': <ProcessState.OPEN: 2>}], 'Process Type': <ProcessType.WEBSERVER: 7>}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}], 'Sessions': [{'ID': 7, 'Type': <SessionType.RED_REVERSE_SHELL: 11>, 'Agent': 'Red'}], 'System info': {'Hostname': 'Enterprise1', 'OSType': <OperatingSystemType.WINDOWS: 2>}}}",0.1
24,Restore Enterprise1,{},-1.1,PrivilegeEscalate Enterprise1,{'success': <TrinaryEnum.FALSE: 3>},1.1
25,DecoyApache User0,{},-0.1,ExploitRemoteService 10.0.11.20,{'success': <TrinaryEnum.FALSE: 3>},0.1
26,DecoyApache User0,"{'User2': {'Processes': [{'Connections': [{'local_port': 3389, 'remote_port': 54782, 'local_address': IPv4Address('10.0.94.190'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'PID': 31397, 'Connections': [{'local_port': 51188, 'remote_port': 4444, 'local_address': IPv4Address('10.0.94.190'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.94.190')}], 'System info': {'Hostname': 'User2', 'OSType': <OperatingSystemType.WINDOWS: 2>, 'OSDistribution': <OperatingSystemDistribution.WINDOWS_SVR_2008: 4>, 'OSVersion': <OperatingSystemVersion.W6_1_7601: 13>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,ExploitRemoteService 10.0.94.190,"{'success': <TrinaryEnum.TRUE: 1>, '10.0.94.178': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': 51188, 'local_address': IPv4Address('10.0.94.178'), 'remote_address': IPv4Address('10.0.94.190')}], 'Process Type': <ProcessType.REVERSE_SESSION_HANDLER: 10>}], 'Interface': [{'IP Address': IPv4Address('10.0.94.178')}]}, '10.0.94.190': {'Processes': [{'Connections': [{'local_port': 51188, 'remote_port': 4444, 'local_address': IPv4Address('10.0.94.190'), 'remote_address': IPv4Address('10.0.94.178')}], 'Process Type': <ProcessType.REVERSE_SESSION: 11>}, {'Connections': [{'local_port': 3389, 'local_address': IPv4Address('10.0.94.190'), 'Status': <ProcessState.OPEN: 2>}], 'Process Type': <ProcessType.RDP: 9>}], 'Interface': [{'IP Address': IPv4Address('10.0.94.190')}], 'Sessions': [{'ID': 8, 'Type': <SessionType.RED_REVERSE_SHELL: 11>, 'Agent': 'Red'}], 'System info': {'Hostname': 'User2', 'OSType': <OperatingSystemType.WINDOWS: 2>}}}",0.1
27,DecoyFemitter Enterprise1,"{'Enterprise1': {'Processes': [{'PID': 2478, 'PPID': 1, 'Service Name': 'femitter', 'Username': 'SYSTEM'}]}}",-0.1,PrivilegeEscalate User2,"{'success': <TrinaryEnum.TRUE: 1>, 'User2': {'Sessions': [{'Username': 'SYSTEM', 'ID': 1, 'Timeout': 0, 'PID': 18866, 'Type': <SessionType.RED_REVERSE_SHELL: 11>, 'Agent': 'Red'}], 'Processes': [{'PID': 18866, 'Username': 'SYSTEM'}], 'Interface': [{'Interface Name': 'eth0', 'IP Address': IPv4Address('10.0.94.190'), 'Subnet': IPv4Network('10.0.94.176/28')}]}, 'Enterprise1': {'Interface': [{'IP Address': IPv4Address('10.0.11.20')}]}}",0.1
28,Analyse User0,"{'Enterprise1': {'Processes': [{'Connections': [{'local_port': 22, 'remote_port': 54641, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 135, 'remote_port': 51702, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 3389, 'remote_port': 51880, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 445, 'remote_port': 59420, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 139, 'remote_port': 58400, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 80, 'remote_port': 55305, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 443, 'remote_port': 59619, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}, {'Connections': [{'local_port': 21, 'remote_port': 50576, 'local_address': IPv4Address('10.0.11.20'), 'remote_address': IPv4Address('10.0.94.178')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}], 'System info': {'Hostname': 'Enterprise1', 'OSType': <OperatingSystemType.WINDOWS: 2>, 'OSDistribution': <OperatingSystemDistribution.WINDOWS_SVR_2008: 4>, 'OSVersion': <OperatingSystemVersion.W6_1_7601: 13>, 'Architecture': <Architecture.x64: 2>}}}",-0.1,DiscoverNetworkServices 10.0.11.20,"{'success': <TrinaryEnum.TRUE: 1>, '10.0.11.20': {'Processes': [{'Connections': [{'local_port': 22, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 135, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 3389, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 445, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 139, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 80, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 443, 'local_address': IPv4Address('10.0.11.20')}]}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.0.11.20')}]}], 'Interface': [{'IP Address': IPv4Address('10.0.11.20')}]}}",0.1
